"","Leave Length, Days","Count","Percent"
"1",5,26083.8550870434,0.22107236422682
"2",30,43864.1854304037,0.371768634108071
"3",60,17098.974097192,0.144921470269825
"4",68,21103.7772800827,0.17886397244024
"5",90,9837.06777407585,0.0833735589550431
