"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"229",0,0,0,0,0,0,1,1,NA,14181.3363577411
"1983",0,0,60,0,0,0,0,NA,0,32289.5876802177
"273",0,0,0,0,0,0,0,NA,NA,88503.1966827779
"197",0,0,0,0,0,0,0,NA,0,44128.1445152274
"942",NA,0,0,NA,NA,NA,0,NA,0,14198.2199472421
"1167",5,0,0,0,0,0,0,NA,0,8219.4246978862
"2182",0,0,0,0,15,0,0,NA,NA,10916.987824325
"1948",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1928",0,90,0,0,0,0,1,NA,1,10453.7196377335
"2685",0,0,0,0,0,0,1,1,NA,14285.6699767864
"767",0,60,0,0,0,0,1,NA,0,10752.2270397356
"1329",0,90,0,0,0,0,0,1,0,35460.7866596025
"812",20,0,0,0,0,0,0,NA,0,8541.93055097652
"2837",0,0,0,0,0,0,1,1,NA,26593.6060664346
"814",0,0,0,0,0,0,0,0,NA,20138.6654019188
"804",0,0,0,0,0,0,0,NA,NA,21553.5820107382
"1592",15,0,0,0,0,0,1,NA,0,24237.8524477708
"1942",0,0,0,0,0,0,0,NA,NA,77640.486211625
"1241",35,0,0,0,0,0,0,NA,1,22149.2987233562
"2102",0,0,0,0,0,0,0,NA,NA,223312.676893136
"539",7,0,0,0,0,0,1,NA,0,16950.2025406268
"865",0,0,0,0,0,0,1,1,NA,17375.8670344432
"152",0,0,0,0,0,0,0,NA,NA,12021.2017141716
"258",0,0,0,0,0,0,0,NA,NA,12823.1985468192
"2803",0,0,0,3,0,0,0,NA,0,5586.49430779452
"1434",1,0,0,0,0,0,1,NA,0,44128.1445152274
"1513",20,0,0,0,0,0,1,NA,1,14285.6699767864
"903",0,0,0,0,0,0,0,NA,NA,105921.010256684
"2790",0,0,0,0,0,0,0,NA,NA,18891.573969838
"508",0,0,0,1,0,0,0,NA,0,17063.5105706703
"1345",0,0,0,0,0,0,0,NA,NA,253110.594980722
"1802",0,0,0,0,0,0,0,NA,NA,6915.25167613814
"286",0,0,0,10,0,0,0,1,0,37388.3969325918
"2748",0,0,0,0,0,0,0,NA,NA,30010.5440618619
"432",0,0,0,0,0,0,0,NA,NA,191725.790629528
"2090",3,0,0,0,0,0,1,0,0,8967.18329409329
"641",0,0,0,0,0,0,0,NA,NA,186496.421598281
"920",0,0,0,0,0,0,0,NA,NA,13567.2048496841
"2305",0,0,0,0,0,0,0,NA,NA,57301.7480298978
"2282",15,0,0,0,0,0,0,NA,0,19051.1054301011
"2276",40,0,0,0,0,0,1,NA,0,17910.5844083894
"91",0,0,0,0,0,0,0,0,0,20143.3418725217
"1151",0,0,0,0,0,0,0,NA,NA,50912.8043905863
"1003",0,0,0,0,0,0,0,NA,NA,56301.0730869871
"167",0,0,0,0,0,0,0,NA,NA,56384.144750301
"2781",0,0,0,0,0,0,0,NA,NA,126844.540216706
"122",45,0,0,0,0,0,1,NA,0,11692.8494282231
"748",1,0,0,0,0,0,1,NA,0,33741.2420197705
"2061",0,0,135,0,0,0,1,NA,0,24881.8107463809
"2300",6,0,0,0,0,0,1,NA,0,42838.9358977604
"1282",0,0,0,0,0,0,0,NA,NA,59247.1280599839
"521",0,0,20,0,0,0,0,NA,0,10282.8542795359
"2831",10,0,0,0,0,0,0,NA,NA,4947.92834434784
"1863",0,0,0,0,0,0,0,NA,NA,51965.8092839662
"2756",0,0,40,0,0,0,1,NA,0,12210.0228524898
"2193",5,0,0,0,0,0,0,NA,0,7925.50400667959
"1283",0,0,0,0,0,0,0,0,NA,11473.6478835334
"1450",30,0,0,0,0,0,1,NA,0,22816.4313552144
"2532",0,0,90,0,0,0,1,NA,0,11976.2007710236
"1041",0,0,0,0,0,0,0,0,NA,15126.3504829004
"386",4,0,0,0,0,0,1,NA,0,6194.10691295993
"331",0,0,0,0,0,0,0,NA,NA,178739.265464043
"739",0,0,0,0,0,0,0,NA,NA,8599.77465686851
"1229",0,0,0,0,0,0,0,NA,NA,48302.0969275131
"613",0,0,0,0,0,0,0,NA,NA,46188.2769881129
"911",0,0,0,0,0,0,0,NA,NA,41927.4618564858
"116",0,0,0,0,0,0,0,NA,NA,119900.984510014
"1711",0,0,0,0,0,0,0,NA,NA,9921.61452430036
"1978",0,0,0,0,0,0,0,NA,NA,95479.7946020845
"2252",0,0,0,0,0,0,0,NA,NA,38524.5648183069
"2483",0,0,0,0,0,NA,1,NA,0,5955.83114209306
"1385",0,0,0,0,0,0,0,NA,NA,136161.05286312
"2380",68,0,0,0,0,0,0,NA,0,12325.9167894237
"27",0,0,15,0,0,0,0,NA,0,33708.9227378221
"1291",40,0,0,0,0,0,1,NA,0,11065.7829113286
"57",10,0,0,0,0,0,0,NA,0,11976.2007710236
"2081",0,45,0,0,0,0,1,NA,0,21121.6745202518
"1171",0,0,5,0,0,0,1,NA,0,35407.2889791301
"1280",0,0,0,0,0,0,0,NA,NA,33577.879598275
"1160",0,0,0,0,0,0,0,NA,NA,52077.4020980726
"2422",45,0,0,0,0,0,1,NA,1,16687.9002866088
"2526",0,0,0,0,0,0,0,NA,NA,16084.3744827684
"1754",0,0,0,0,9,0,1,1,0,33468.1053641497
"1722",0,0,0,0,0,0,0,NA,NA,110705.858789945
"1673",0,0,0,2,0,0,1,NA,0,7899.01670061999
"534",NA,0,0,NA,NA,0,0,NA,0,13107.090347758
"1664",0,0,0,0,0,0,0,NA,NA,156237.404934529
"2055",13,0,0,0,0,0,0,NA,0,21345.7129604373
"489",5,0,0,0,0,0,1,NA,0,16431.0478257157
"1528",0,0,0,0,0,0,0,NA,NA,52278.9900694678
"21",68,0,0,0,0,0,0,1,0,16620.4107755927
"2771",60,0,0,0,0,0,0,0,0,8182.32769545969
"305",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"2288",20,0,0,0,0,0,0,NA,0,6955.45012441441
"882",7,0,0,0,0,0,0,NA,0,12502.598635971
"2018",0,0,0,0,0,0,0,NA,NA,24954.8944627541
"576",0,0,0,0,0,0,0,NA,NA,115118.968169702
"773",0,0,0,15,0,0,1,0,0,25031.4683688263
"543",0,0,0,0,0,0,0,NA,NA,189445.892991535
"46",0,0,0,0,0,0,0,NA,NA,37736.7431078623
"2032",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1613",0,113,0,0,0,0,0,NA,0,36938.1431497604
"1234",0,0,0,0,0,0,1,1,NA,14710.0858074052
"919",70,0,0,0,0,0,1,0,0,15285.7172367882
"875",10,0,0,0,0,0,0,NA,0,4257.1268806821
"925",90,0,0,0,0,0,0,NA,0,10911.5086737084
"1260",0,0,0,0,0,0,0,NA,NA,30466.0746529028
"2419",0,0,0,0,0,0,0,NA,NA,46615.0907448436
"1698",0,0,0,0,0,0,0,NA,NA,50563.5849212193
"2844",0,0,0,0,0,0,0,NA,NA,11405.03151612
"1368",0,50,0,0,0,0,0,1,NA,12214.616925756
"969",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2040",5,0,0,0,0,0,1,NA,0,5885.06031135775
"1134",0,0,0,0,0,0,0,NA,NA,17341.7250651749
"1667",0,0,0,0,0,0,0,NA,NA,93989.8136584505
"141",0,0,0,0,0,0,0,NA,NA,9998.64249439678
"1228",20,0,0,0,0,0,0,NA,0,7135.58643539125
"2249",NA,0,0,0,0,0,0,NA,0,9606.77856654345
"1661",0,0,0,0,0,0,0,NA,NA,95600.8931737137
"2060",12,0,0,0,0,0,0,NA,1,19666.3096000673
"529",3,0,0,0,0,0,1,0,0,12380.6409731459
"2455",55,0,0,0,0,0,0,NA,0,7964.33097237048
"68",0,0,0,0,0,20,1,NA,0,17746.4132668626
"1877",0,0,0,0,0,0,0,NA,NA,43538.2976882896
"190",0,0,0,0,0,0,0,NA,NA,44149.8225344707
"329",0,0,0,0,0,0,0,0,NA,7707.93692123383
"53",0,0,0,0,0,0,0,NA,NA,30010.5440618619
"2690",0,0,0,0,0,0,0,NA,NA,12879.2694813085
"2131",0,0,0,0,0,0,0,NA,NA,247873.759405188
"842",0,0,0,0,0,0,0,NA,NA,257851.698592273
"2626",0,0,0,0,0,0,0,NA,NA,31482.7107349735
"1451",5,0,0,0,0,0,1,NA,0,8852.85431882437
"2020",0,4,0,0,0,0,1,NA,0,47292.4017555185
"1358",0,0,0,0,0,0,0,NA,NA,35288.4807705852
"1857",0,0,0,0,0,0,0,NA,NA,9047.4394297413
"242",0,0,0,0,0,0,0,NA,NA,141314.250988384
"2662",0,0,0,0,0,0,0,NA,NA,36016.7193779814
"2307",0,0,0,0,0,0,0,NA,NA,23094.4946612516
"1919",135,0,0,0,0,0,1,NA,0,46413.321439496
"2411",135,0,0,0,0,0,1,NA,0,9684.85046283715
"1774",0,0,0,0,0,0,0,NA,NA,11692.8494282231
"1578",0,0,0,0,0,0,1,1,NA,12024.2938191425
"2205",0,0,0,0,0,0,1,NA,0,17452.9357265375
"952",10,0,0,0,0,0,0,NA,0,8979.7076957736
"776",0,0,0,0,0,0,0,NA,NA,13906.5741158565
"1466",0,0,0,0,0,0,0,NA,NA,12959.6663778611
"2631",25,0,0,0,0,0,0,NA,0,12892.9277861806
"320",0,0,0,0,0,0,0,NA,NA,14001.8921618906
"1552",0,0,0,0,0,0,0,NA,NA,127980.081595416
"2354",20,0,0,0,0,0,0,NA,0,48812.387621794
"864",0,0,0,0,0,20,0,NA,0,11195.2908673472
"2547",46,0,0,0,0,0,0,NA,0,12262.700352278
"1598",0,0,0,0,0,0,0,NA,NA,229539.375914531
"1587",0,0,0,0,0,0,0,NA,NA,8549.057155475
"761",30,0,0,0,0,0,1,NA,0,16263.9823131638
"293",68,0,0,0,0,0,1,NA,0,23401.8199665181
"402",0,0,0,0,0,0,1,NA,0,24307.0367038484
"408",44,0,0,0,0,0,1,NA,0,8624.37778345928
"2595",0,0,0,0,0,0,1,1,NA,13146.1921952985
"2385",0,0,90,0,0,0,1,NA,0,12553.1456818104
"1121",0,0,5,0,0,0,0,NA,0,38110.3665967588
"1620",0,0,0,0,0,0,0,0,0,33022.8019415525
"2335",0,0,0,1,0,0,0,NA,0,19429.8135246217
"1899",50,0,0,0,0,0,0,0,0,12531.832573457
"1753",0,0,0,0,0,0,0,NA,NA,173547.106935849
"2284",0,0,0,0,0,0,0,0,0,9107.89530279455
"185",0,0,0,0,0,7,0,NA,0,17902.8072466286
"1949",22,0,0,0,0,0,1,NA,0,26408.7023736126
"368",NA,NA,NA,NA,NA,0,1,NA,1,80684.2225611828
"2316",0,0,0,0,0,0,0,NA,NA,60956.1963471519
"1211",0,0,0,0,45,0,0,NA,0,16568.6462803287
"1348",NA,0,0,0,0,0,1,NA,0,21681.8309754245
"2405",3,0,0,0,0,0,0,NA,0,60427.691315753
"1993",0,0,0,0,0,23,0,NA,0,19505.752643699
"2578",0,0,0,0,0,0,0,NA,NA,25261.894689995
"2820",40,0,0,0,0,0,1,NA,0,22765.9391043971
"2584",15,0,0,0,0,0,0,NA,NA,5744.24399362565
"1864",0,0,0,5,0,0,0,NA,0,26468.5568048244
"69",0,0,0,0,0,15,1,NA,0,9921.61452430036
"1597",105,0,0,0,0,0,0,NA,0,21928.0913749381
"448",5,0,0,0,0,0,1,NA,0,6880.86482738606
"1888",0,0,0,0,0,0,0,0,NA,23767.4162650466
"617",0,0,0,0,0,0,0,NA,NA,60247.543435151
"2359",0,0,0,0,0,0,0,NA,NA,6483.17467002127
"2186",0,0,0,0,0,0,0,NA,NA,25888.8390009089
"2331",0,0,0,0,8,0,0,NA,0,7939.95968404534
"1522",0,0,0,0,0,0,0,NA,NA,12465.0620994158
"1112",0,261,0,0,0,0,0,NA,0,16349.5607305178
"2369",0,0,0,0,0,0,0,NA,NA,74948.9020812056
"2537",0,0,0,0,10,0,1,NA,0,26685.8976542772
"2753",0,0,0,0,0,0,0,NA,NA,63516.867538643
"2290",2,0,0,0,0,0,0,NA,0,131457.816780197
"2277",0,0,0,0,0,0,0,NA,NA,20796.1742910684
"1203",0,0,0,0,0,2,1,NA,0,18779.5272185501
"1799",0,0,0,0,0,0,0,NA,NA,58854.2273834139
"844",30,0,0,0,0,0,1,NA,0,6486.21779256967
"1660",0,0,0,0,0,0,1,1,NA,78820.8367992691
"840",0,0,0,0,0,0,0,NA,NA,54688.8564894257
"1757",8,0,0,0,0,0,0,NA,0,12189.6216935909
"2005",0,113,0,0,0,0,1,NA,0,16154.5988761368
"1000",10,0,0,0,0,0,0,NA,0,22761.0324088966
"1809",0,0,0,0,0,0,0,NA,NA,27165.5990809287
"1682",0,0,0,0,0,0,0,NA,NA,8620.15910503347
"2798",0,0,0,0,0,0,0,NA,NA,48116.4291648094
"36",0,0,0,0,2,0,0,NA,0,9427.02055879817
"366",0,0,0,0,0,0,0,NA,NA,45666.7455827177
"135",0,0,0,0,0,0,0,NA,NA,10931.5799982309
"2294",0,0,0,0,0,0,0,NA,NA,39764.9258546694
"556",0,0,0,0,0,0,0,0,0,59017.0919593693
"845",10,0,0,0,0,0,0,NA,0,11920.6620766125
"538",0,0,0,0,0,0,0,0,NA,13551.337526019
"1922",6,0,0,0,0,0,1,NA,0,10421.4064822768
"420",0,0,0,0,0,0,0,NA,NA,58268.7944013084
"1183",0,0,5,0,0,0,1,NA,0,19564.8442866779
"496",30,0,0,0,0,0,1,NA,0,9684.85046283715
"416",0,0,0,0,0,0,0,NA,NA,26769.8910430262
"339",0,0,0,0,0,0,0,NA,NA,24954.8944627541
"2352",0,0,0,0,0,30,1,NA,0,7907.89823495777
"983",0,0,0,0,0,0,0,NA,NA,67820.6885021545
"1443",0,0,0,0,0,0,0,NA,NA,194106.873223146
"1002",0,0,0,0,0,0,0,NA,NA,22968.4099257613
"1720",0,0,0,0,0,0,0,0,NA,12333.2345448898
"527",0,0,0,0,0,0,0,NA,NA,81424.5322605766
"1016",20,0,0,0,0,0,0,NA,0,13253.2458746376
"321",0,0,0,0,0,0,0,NA,NA,149837.456250332
"2496",0,0,0,0,4,0,1,0,0,16977.7164931345
"5",0,0,0,0,0,0,0,NA,NA,18822.2222668441
"1437",0,0,0,0,0,0,0,NA,NA,37181.6776619527
"389",0,0,0,0,0,0,0,NA,0,9575.34290891057
"1144",0,0,0,0,0,0,0,NA,NA,56182.6962177971
"2390",15,0,0,0,0,0,0,NA,0,12901.4068233625
"1866",0,0,0,0,0,20,0,NA,0,6852.13604932255
"1882",0,0,0,0,0,0,0,NA,NA,263536.746492782
"1924",0,0,0,0,0,0,0,NA,NA,11926.6963628654
"1072",0,0,0,0,0,0,0,NA,NA,64303.8433901197
"281",0,0,0,0,0,0,0,0,NA,19402.6332356089
"1005",0,0,0,0,0,0,0,NA,NA,62794.7595152028
"2",0,0,0,0,0,0,1,NA,0,15739.5341347125
"1062",0,0,0,0,0,0,0,NA,NA,60956.1963471519
"2417",113,0,0,0,0,0,0,NA,0,12218.4471060995
"457",0,0,0,0,0,0,0,NA,NA,34880.0861966223
"2287",0,0,0,0,0,0,0,NA,NA,186496.421598281
"2332",0,0,0,0,0,0,0,NA,NA,33577.879598275
"93",0,0,0,8,0,0,1,NA,0,14047.3763627326
"1543",0,0,0,0,0,0,0,NA,NA,70223.2558460814
"523",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1700",0,0,0,0,5,0,1,NA,0,17241.1182741877
"423",0,0,0,0,0,0,0,NA,NA,50206.8450496091
"1251",0,0,0,0,30,0,0,NA,0,6809.20487891372
"2424",0,0,0,0,2,0,0,NA,0,12183.2979592802
"2246",8,0,0,0,0,0,1,NA,0,80190.5301208536
"2100",12,0,0,0,0,0,1,NA,0,31259.2922499866
"2262",0,0,0,0,0,0,0,NA,NA,7132.18629132531
"18",1,0,0,0,0,0,0,NA,0,9449.6125219686
"1050",0,0,0,0,0,0,0,NA,NA,117516.215766595
"1017",0,0,0,0,0,0,0,NA,NA,6483.17467002127
"573",0,0,0,3,0,0,0,NA,0,49512.4441928485
"2529",30,0,0,0,0,0,0,NA,0,22902.1588547631
"361",0,0,0,0,0,0,0,NA,NA,21534.9092752595
"889",0,0,0,0,0,0,0,NA,NA,127656.452909272
"144",50,0,0,0,0,0,1,NA,0,9151.34255045132
"1354",0,0,0,0,0,0,0,NA,NA,19216.7766205181
"2838",0,0,0,0,1,0,1,1,0,56947.8878730795
"2703",5,0,0,0,0,0,1,NA,0,43702.0742778673
"1509",0,0,0,0,0,0,1,1,NA,16263.9823131638
"28",0,0,0,0,0,0,0,NA,NA,215695.080376384
"1619",23,0,0,0,0,0,0,NA,0,16634.8258969725
"2590",0,0,0,0,0,0,0,NA,NA,88094.1620368696
"1697",0,60,0,0,0,0,1,NA,0,17909.6857528785
"542",0,0,0,0,0,0,0,NA,NA,70223.2558460814
"820",0,0,0,0,0,0,0,NA,0,52503.947405067
"1024",261,0,0,0,0,0,0,NA,0,8002.14662743277
"2111",0,0,0,0,0,0,0,NA,NA,173888.035629703
"2759",5,0,0,0,0,0,0,NA,0,7315.02614015216
"2147",10,0,0,0,0,0,0,NA,0,20112.7336139581
"1548",68,0,0,0,0,0,0,NA,0,12465.0620994158
"1402",0,0,0,1,0,0,1,NA,0,11060.0915504489
"1925",0,0,0,0,0,0,0,NA,NA,37359.4103578963
"1155",0,0,0,0,0,0,0,NA,NA,52869.1602685748
"612",0,0,0,0,0,0,0,NA,NA,24663.1534222441
"2134",50,0,0,0,0,0,0,NA,0,4787.80582721351
"579",10,0,0,0,0,0,0,NA,0,21971.4564205603
"29",0,0,0,0,0,0,0,NA,NA,108893.510481617
"1992",0,0,0,0,0,0,0,NA,NA,35997.4404476126
"2169",0,0,0,0,0,0,0,NA,NA,120961.158823336
"1187",0,0,0,0,0,0,0,NA,NA,119510.831627349
"2645",0,0,10,0,0,0,0,NA,0,49466.8189782704
"2086",0,0,0,0,0,0,0,NA,NA,64732.2249619455
"2674",5,0,0,0,0,0,0,0,1,20652.379210636
"1352",0,0,0,0,0,0,0,NA,0,8340.0885968143
"147",20,0,0,0,0,0,1,NA,0,4429.01448454622
"862",0,4,0,0,0,0,1,NA,0,18301.6804818136
"1116",0,0,0,0,0,0,0,NA,NA,15197.4191352552
"1323",0,0,0,0,0,0,0,NA,NA,63970.2743583789
"1918",0,0,0,0,0,0,0,NA,NA,93344.1321392375
"1703",0,0,0,0,0,0,0,NA,NA,96507.1573338468
"2476",10,0,0,0,0,0,0,NA,0,16345.0165321041
"1135",0,0,0,0,0,0,1,1,NA,36191.1327014489
"1938",0,0,0,0,0,0,0,NA,NA,200825.908422959
"2058",0,0,0,0,0,0,0,NA,NA,43330.1673101199
"596",0,0,0,0,0,0,1,1,NA,16154.5988761368
"2571",0,0,0,0,0,0,0,NA,NA,106089.853600902
"1525",10,0,0,0,0,0,1,0,NA,10368.7746352238
"2236",0,0,68,0,0,0,0,NA,NA,25172.6033991401
"2136",6,0,0,0,0,0,0,0,1,16365.0937276043
"297",4,0,0,0,0,0,0,1,0,55520.5148115247
"818",0,0,0,10,0,0,1,NA,0,12892.9277861806
"1289",0,0,45,0,0,0,1,NA,0,11084.1439543376
"417",135,0,0,0,0,0,0,NA,0,5760.127052792
"504",0,0,0,0,0,0,0,NA,NA,71135.1607999401
"2516",0,0,0,0,0,10,1,NA,0,30493.259054841
"454",45,0,0,0,0,0,0,NA,0,10531.9837424629
"540",0,0,0,0,0,0,0,NA,NA,139037.585464375
"763",0,0,0,0,0,0,1,1,NA,9921.61452430036
"2338",25,0,0,0,0,0,0,NA,0,14161.3227468452
"270",0,0,68,0,0,0,1,NA,0,17279.6971553869
"1324",20,0,0,0,0,0,0,NA,0,13146.1921952985
"944",0,0,0,0,0,0,0,NA,NA,10537.2541162836
"2091",0,0,0,0,15,0,1,NA,0,18891.995177633
"626",0,0,0,0,0,0,0,NA,NA,4157.16265885058
"813",0,0,0,0,0,0,1,1,NA,27619.438609929
"660",60,0,0,0,0,0,1,NA,NA,16898.1497834967
"559",0,0,0,0,0,0,0,NA,NA,304695.547774023
"2851",0,0,0,0,0,0,1,1,NA,16876.3032512942
"1153",0,0,0,0,2,0,0,NA,0,22726.6966201144
"1803",0,0,0,0,0,0,0,NA,NA,334493.393870968
"511",0,0,0,0,0,0,0,NA,NA,334493.393870968
"37",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"1479",0,0,0,0,0,0,0,NA,NA,31476.4159733957
"2793",5,0,0,0,0,0,0,NA,0,6915.25167613814
"1457",0,0,0,0,0,0,0,0,NA,3964.71179714637
"1800",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"1965",0,0,0,0,10,0,0,NA,0,10655.2523063782
"1140",0,0,0,0,0,20,0,NA,0,9576.49875623477
"2431",0,0,0,0,0,0,0,NA,NA,10058.5226442088
"2810",0,0,0,0,0,0,0,NA,NA,40208.8712392397
"464",90,0,0,0,0,0,1,NA,1,14447.9221248699
"283",0,0,0,0,0,0,0,NA,NA,21945.189148111
"1759",0,0,0,0,0,0,0,NA,NA,162669.85089531
"987",0,0,0,0,0,0,0,0,NA,16234.2565578547
"2145",0,0,0,0,0,0,0,0,NA,20580.0525551037
"2164",0,0,0,0,0,0,0,NA,NA,46351.8057931459
"2371",3,0,0,0,0,0,0,NA,0,10537.2541162836
"1161",0,0,68,0,0,0,0,NA,0,17209.6696175587
"2499",30,0,0,0,0,0,0,0,0,19224.1790961012
"698",0,6,0,0,0,0,1,1,0,82304.7469417335
"2121",0,0,0,0,0,0,0,NA,NA,9921.61452430036
"2698",0,0,0,0,0,0,0,NA,NA,49313.6584259933
"2742",0,0,0,0,0,0,0,NA,NA,48302.0969275131
"367",0,30,0,0,0,0,1,NA,0,12892.9277861806
"381",20,0,0,0,0,0,1,1,0,52922.7801996989
"245",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"290",0,0,0,0,0,0,0,NA,NA,105368.440168552
"1581",0,0,0,0,0,0,1,1,0,12159.7494067924
"1028",0,45,0,0,0,0,0,NA,0,10879.5607575657
"2445",30,0,0,0,0,0,0,NA,0,9921.61452430036
"2843",12,0,0,0,0,0,0,NA,0,17209.6696175587
"2619",0,0,0,0,0,10,1,NA,0,4742.17505273327
"2624",0,0,0,0,0,0,0,NA,NA,17378.9522790571
"11",68,0,0,0,0,0,1,NA,0,14846.7995302722
"1553",0,0,0,0,0,0,0,NA,NA,62755.5613920516
"459",0,0,0,0,0,0,0,NA,NA,33521.4833407108
"2644",0,0,0,0,0,0,0,NA,NA,49300.0777753073
"2556",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"1106",3,0,0,0,0,0,1,0,NA,29342.6097491823
"611",0,0,0,0,0,0,0,NA,NA,78804.213164898
"2543",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"1239",0,0,0,0,0,0,0,NA,NA,116816.203081445
"2048",0,30,0,0,0,0,0,NA,0,12631.419259799
"392",0,90,0,0,0,0,0,NA,0,12527.9201786618
"640",15,0,0,0,0,0,1,NA,0,6214.85465071206
"2308",0,0,0,0,0,0,0,NA,NA,13596.8237204587
"1081",5,0,0,0,0,0,0,NA,0,11011.1146190203
"1695",0,0,0,0,0,0,0,NA,NA,83682.7224284342
"803",0,0,0,0,0,0,0,NA,NA,20569.2548132081
"659",0,0,0,0,0,0,1,1,NA,11466.4533787356
"1524",5,0,0,0,0,0,0,1,0,10421.4064822768
"1138",15,0,0,0,0,0,0,NA,0,13106.5642804814
"2093",0,0,0,0,0,0,0,NA,NA,61812.5961718216
"1438",0,0,0,0,0,0,0,NA,NA,12823.1985468192
"870",0,0,0,0,0,0,0,NA,NA,18518.9897006938
"203",0,0,0,0,0,0,0,NA,NA,50780.0036377542
"2850",NA,NA,NA,NA,NA,NA,0,NA,0,19891.5790935859
"997",40,0,0,0,0,0,0,NA,0,6525.97030962102
"2640",0,0,0,0,0,0,0,NA,NA,43550.6646660247
"1562",0,0,0,0,0,2,0,NA,0,18252.8056614884
"514",0,0,0,0,0,0,0,NA,NA,279400.11030102
"547",0,0,0,0,0,0,0,NA,NA,144095.203960638
"2170",30,0,0,0,0,0,0,NA,0,48842.0591295415
"115",3,0,0,0,0,0,0,NA,0,9472.26190881856
"1626",0,0,0,0,0,0,0,NA,NA,10531.9837424629
"1679",0,0,0,0,0,0,0,NA,NA,54727.012156744
"2198",10,0,0,0,0,0,0,NA,0,14211.8159930286
"1534",10,0,0,0,0,0,1,NA,0,15426.5047662929
"2812",0,0,0,0,0,0,0,0,NA,12291.3271605139
"1201",0,0,0,0,0,0,0,NA,NA,36406.2686409851
"1633",0,0,68,0,0,0,1,NA,0,13420.3485148764
"595",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"964",0,0,0,0,0,3,0,NA,0,7594.2121080529
"1223",0,0,0,0,0,0,0,NA,NA,48793.6932495298
"1008",0,0,0,0,0,0,0,NA,NA,15830.5687835807
"2811",10,0,0,0,0,0,1,0,0,22417.1278174895
"646",0,0,0,0,0,0,0,NA,NA,22740.2045028792
"1335",0,0,0,0,5,0,0,NA,0,6305.29994407327
"2304",0,0,0,0,0,0,0,NA,NA,26607.9454412353
"586",0,0,0,0,0,0,0,0,NA,14286.6008664046
"2195",0,0,0,10,0,0,1,NA,0,35652.1270926594
"43",0,0,0,0,0,0,0,NA,NA,63663.3116168014
"1430",5,0,0,0,0,0,1,NA,0,7822.73672032719
"2747",0,0,0,0,0,0,0,NA,NA,176827.790055791
"1162",0,0,0,0,15,0,0,NA,0,9472.26190881856
"735",0,0,0,0,0,0,0,NA,NA,7292.90388347805
"1658",6,0,0,0,0,0,0,0,0,9078.52535400369
"2003",2,0,0,0,0,0,0,NA,0,17209.6696175587
"692",0,13,0,0,0,0,1,NA,0,3540.57713839501
"1976",12,0,0,0,0,0,1,0,0,9109.07294059412
"2593",113,0,0,0,0,0,0,NA,0,7818.68325089123
"1560",0,0,0,0,0,0,0,NA,NA,9921.61452430036
"2462",0,0,0,0,0,0,0,NA,NA,48215.5142365261
"1577",0,0,0,0,0,0,0,NA,NA,55913.1236519585
"2665",0,0,0,0,0,0,1,1,NA,42140.3462270273
"1770",0,0,0,0,0,0,0,NA,0,25067.3177899129
"192",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"1988",40,0,0,0,0,0,0,NA,0,10955.2053841379
"2714",0,0,0,0,20,0,1,NA,0,9606.77856654345
"2745",15,0,0,0,0,0,0,NA,0,36726.0056511344
"2671",0,0,0,4,0,0,0,0,0,14201.9959603078
"365",6,0,0,0,0,0,0,NA,0,21070.9953670729
"1393",15,0,0,0,0,0,0,NA,0,9921.61452430036
"2372",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2807",0,0,0,0,0,0,1,NA,0,16789.3862507557
"893",0,0,0,0,0,0,0,NA,NA,152669.46947638
"1975",0,0,0,0,15,0,1,NA,0,21996.061896099
"291",45,0,0,0,0,0,0,NA,0,14168.5896213084
"2196",0,0,0,0,5,0,0,NA,0,8308.33571834665
"726",0,0,0,0,2,0,0,NA,0,11098.7576207179
"2209",NA,0,0,0,0,0,0,NA,1,16809.1883446843
"1645",0,0,0,0,0,0,0,0,NA,10421.4064822768
"1118",0,0,0,0,0,0,0,NA,NA,50906.3406121794
"470",0,0,0,0,0,0,0,NA,NA,54267.0987802127
"1433",0,0,0,0,0,0,0,NA,NA,9503.47106105691
"2356",0,0,0,0,0,0,0,0,NA,15559.9871692372
"1319",0,0,0,0,0,0,0,NA,NA,30599.3886530594
"2630",0,0,0,0,0,0,1,1,NA,8049.26328921994
"1585",15,0,0,0,0,0,0,NA,1,27288.1398531216
"2568",68,0,0,0,0,0,1,0,0,14103.7834259974
"513",0,0,0,0,0,0,0,NA,NA,12173.4370504856
"2047",0,30,0,0,0,0,0,NA,0,14007.1812015139
"2207",160,0,0,0,0,0,1,NA,0,14449.7310202508
"445",0,0,0,0,0,0,0,NA,NA,50847.2768761511
"1689",0,0,0,0,5,0,1,NA,0,11473.6478835334
